date,ofns_desc,pd_desc,law_cat_cd,boro_nm,station_name,year,month,month_year
2025-02-17,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,EAST 105 STREET,2025,2,2025-02
2025-02-17,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,BROADWAY/LAFAYETTE,2025,2,2025-02
2025-02-17,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,FELONY,BRONX,149 ST.-GRAND CONCOURSE,2025,2,2025-02
2025-02-17,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-17,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,96 STREET,2025,2,2025-02
2025-02-17,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,138 ST.-GRAND CONCOURSE,2025,2,2025-02
2025-02-17,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,49 STREET,2025,2,2025-02
2025-02-17,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,CANAL STREET,2025,2,2025-02
2025-02-17,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,50 STREET,2025,2,2025-02
2025-02-17,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BROOKLYN,DITMAS AVENUE,2025,2,2025-02
2025-02-17,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,W. 4 STREET,2025,2,2025-02
2025-02-17,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,86 STREET,2025,2,2025-02
2025-02-17,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,MORGAN AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2025,2,2025-02
2025-02-18,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,BROOKLYN,ROCKAWAY PKWY-CANARSIE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,57 STREET,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-18,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1,FELONY,BRONX,PROSPECT AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2025,2,2025-02
2025-02-18,GRAND LARCENY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",FELONY,MANHATTAN,72 STREET,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-18,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,MANHATTAN,28 STREET,2025,2,2025-02
2025-02-18,MISCELLANEOUS PENAL LAW,"IMPERSONATION 1, POLICE OFFICE",FELONY,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,EUCLID AVENUE,2025,2,2025-02
2025-02-18,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,149 ST.-GRAND CONCOURSE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,MYRTLE/WYCKOFF AVENUES,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 174 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2025,2,2025-02
2025-02-18,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,BROOKLYN,MORGAN AVENUE,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BRONX,167 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,28 STREET,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,50 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,QUEENS,63 DRIVE-REGO PARK,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,125 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,VAN SICLEN AVENUE,2025,2,2025-02
2025-02-18,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,QUEENS,MAIN ST.-FLUSHING,2025,2,2025-02
2025-02-18,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,EAST BROADWAY,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-18,DISORDERLY CONDUCT,DISORDERLY CONDUCT,VIOLATION,BRONX,EAST 180 STREET,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,110 ST.-CENTRAL PARK NORTH,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,METROPOLITAN AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 180 STREET,2025,2,2025-02
2025-02-18,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,BAY RIDGE AVENUE,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,W. 4 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,DEKALB AVENUE,2025,2,2025-02
2025-02-18,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,96TH STREET,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BRONX,EAST 174 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,WYCKOFF AVENUE,2025,2,2025-02
2025-02-18,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,RALPH AVENUE,2025,2,2025-02
2025-02-18,MISCELLANEOUS PENAL LAW,"BRIBERY,PUBLIC ADMINISTRATION",FELONY,BROOKLYN,MORGAN AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,145 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-18,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,8 AVENUE,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,FLATBUSH AVE.-BROOKLYN COLLEGE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ATLANTIC AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ROCKAWAY AVENUE,2025,2,2025-02
2025-02-18,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,MANHATTAN,96TH STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,BEVERLY ROAD,2025,2,2025-02
2025-02-18,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,ROCKAWAY AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT,RELATED OFFENSES,UNCLASS",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,181 STREET,2025,2,2025-02
2025-02-18,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BRONX,FORDHAM ROAD,2025,2,2025-02
2025-02-18,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,QUEENS,103 ST.-CORONA PLAZA,2025,2,2025-02
2025-02-18,DISORDERLY CONDUCT,DISORDERLY CONDUCT,VIOLATION,MANHATTAN,7 AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,50 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,HOYT-SCHERMERHORN,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BRONX,EAST 180 STREET,2025,2,2025-02
2025-02-18,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2025,2,2025-02
2025-02-18,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",FELONY,MANHATTAN,14 STREET,2025,2,2025-02
2025-02-18,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,UNION SQUARE,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,GUN HILL ROAD,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,ROCKAWAY AVENUE,2025,2,2025-02
2025-02-18,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2025,2,2025-02
2025-02-18,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,183 STREET,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,POSSESS.",FELONY,BRONX,INTERVALE AVENUE,2025,2,2025-02
2025-02-18,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2025,2,2025-02
2025-02-18,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,42 ST.-GRAND CENTRAL,2025,2,2025-02
2025-02-18,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,MANHATTAN,207 ST.-INWOOD,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-138 STREET,2025,2,2025-02
2025-02-18,MISCELLANEOUS PENAL LAW,"BRIBERY,PUBLIC ADMINISTRATION",FELONY,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-18,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-18,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,36 STREET,2025,2,2025-02
2025-02-18,CRIMINAL TRESPASS,"TRESPASS 2, CRIMINAL",MISDEMEANOR,BROOKLYN,JAY STREET-BOROUGH HALL,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,UNAUTH. SALE OF TRANS. SERVICE,MISDEMEANOR,BRONX,170 STREET,2025,2,2025-02
2025-02-18,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,14 STREET,2025,2,2025-02
2025-02-18,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,UNAUTH. SALE OF TRANS. SERVICE,MISDEMEANOR,BRONX,FORDHAM ROAD,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,BROADWAY-EAST NEW YORK,2025,2,2025-02
2025-02-19,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,MARCY AVENUE,2025,2,2025-02
2025-02-19,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,MISDEMEANOR,BRONX,WHITLOCK AVENUE,2025,2,2025-02
2025-02-19,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BRONX,149 ST.-GRAND CONCOURSE,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,34 ST.-HERALD SQ.,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,PRESIDENT STREET,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2025,2,2025-02
2025-02-19,OFFENSES AGAINST PUBLIC ADMINI,BAIL JUMPING 3,MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 149 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,135 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,GRANT AVENUE,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2025,2,2025-02
2025-02-19,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,DISTRICT 1 OFFICE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,UNAUTH. SALE OF TRANS. SERVICE,MISDEMEANOR,BRONX,TREMONT AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2025,2,2025-02
2025-02-19,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,148 ST.-HARLEM,2025,2,2025-02
2025-02-19,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,BROOKLYN,DEKALB AVENUE,2025,2,2025-02
2025-02-19,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,BRONX,SIMPSON STREET,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 177 ST.-PARKCHESTER,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,WYCKOFF AVENUE,2025,2,2025-02
2025-02-19,MISCELLANEOUS PENAL LAW,"BRIBERY,PUBLIC ADMINISTRATION",FELONY,BROOKLYN,BEDFORD AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,MYRTLE AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2025,2,2025-02
2025-02-19,MISCELLANEOUS PENAL LAW,"PUBLIC ADMINISTRATION,UNCLASSI",FELONY,BROOKLYN,VAN SICLEN AVENUE,2025,2,2025-02
2025-02-19,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,POSSESS.",FELONY,QUEENS,VAN WYCK BLVD.-BRIARWOOD,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,36 STREET,2025,2,2025-02
2025-02-19,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ROCKAWAY AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,JAY STREET-BOROUGH HALL,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-GRAND CENTRAL,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ATLANTIC AVENUE,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SMITH-9 STREETS,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,QUEENS,VAN WYCK BLVD.-BRIARWOOD,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,UTICA AVENUE,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,145 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SUTTER AVENUE-RUTLAND ROAD,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,MANHATTAN,135 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,FULTON STREET,2025,2,2025-02
2025-02-19,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,BRONX,JACKSON AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NEW LOTS AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,FORDHAM ROAD,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,HOYT STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2025,2,2025-02
2025-02-19,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,23 STREET,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,QUEENS,21 ST.-QUEENSBRIDGE,2025,2,2025-02
2025-02-19,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,QUEENS,WOODHAVEN BLVD.,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-19,OFFENSES AGAINST PUBLIC ADMINI,BAIL JUMPING 3,MISDEMEANOR,BROOKLYN,36 STREET,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
